Date,Time,Vendor,Employee,Amount,Location,Card Type,Transaction Type
8/16/23,16:50:22,Stewart LLC,Andrea Smith,116.78,"North Stephenbury, Maryland, Malaysia",AmEx,Purchase
8/25/23,0:32:49,Stewart LLC,David Smith,313.99,"New Robertside, Texas, Cyprus",MasterCard,Purchase
10/24/23,17:07:21,Stewart-Schmidt,Cheyenne Jones,449.54,"North Tonya, Wisconsin, Indonesia",Visa,Purchase
9/28/23,20:52:01,"Stewart, Thompson and Carter",Carl Kelly,333.91,"South Christopherbury, South Carolina, South Georgia and the South Sandwich Islands",MasterCard,Purchase
1/11/24,18:17:40,Stokes-Cruz,Tammy Parker,266.05,"New Paulshire, Mississippi, Congo",AmEx,Purchase
3/15/23,1:10:13,Stone-Clay,Dr. April Adams DDS,315.97,"Stevenburgh, Minnesota, Bouvet Island (Bouvetoya)",MasterCard,Purchase
3/7/23,4:28:42,"Stone, Miller and Davis",Alyssa Goodwin,338.33,"Audreyshire, Virginia, Monaco",Visa,Purchase
6/5/23,20:03:29,Suarez PLC,Amanda Roberts,436.84,"Lake Kevinton, Washington, French Southern Territories",AmEx,Purchase
5/19/23,20:41:02,"Sullivan, Cruz and Colon",David Smith,160.91,"Taylorshire, New Hampshire, Tanzania",Visa,Purchase
5/12/23,9:39:21,"Sutton, Gilbert and Fox",Eric Wilson,242.93,"North Vincentstad, Tennessee, Armenia",Visa,Purchase
10/6/23,19:49:41,"Sweeney, Jackson and Henderson",Michael Long,438.33,"Lake Bonniemouth, Vermont, Barbados",AmEx,Purchase
11/9/23,22:00:30,Tanner-Porter,Kyle Wolfe,62.58,"South Mary, Indiana, Australia",AmEx,Purchase
11/30/23,20:56:52,Taylor LLC,Veronica Rivers,46.94,"South Jared, Massachusetts, Argentina",Visa,Purchase
5/3/23,12:00:57,"Taylor, Barrett and Nguyen",Christopher Hicks,332.45,"Marshallview, North Dakota, Mozambique",MasterCard,Purchase
9/24/23,14:31:36,Thomas Inc,Tiffany Ramirez,480.96,"West Natalie, North Carolina, Bangladesh",Visa,Purchase
2/25/23,22:44:20,Thomas LLC,Cheyenne Jones,457.67,"Chadton, Michigan, Syrian Arab Republic",Visa,Purchase
11/22/23,5:18:16,Thomas Ltd,Patricia Herrera,387.15,"Lake Tammychester, Michigan, Guatemala",AmEx,Purchase
4/30/23,22:04:02,Thomas PLC,John Barton,39.37,"South David, Oklahoma, Albania",AmEx,Purchase
3/12/23,12:59:29,Thomas-Gallegos,Ana Gates,42.72,"East Lisa, Nevada, Bouvet Island (Bouvetoya)",MasterCard,Purchase
5/25/23,2:44:52,Thomas-Quinn,Barbara Miller,191.06,"Kyleview, Nevada, Northern Mariana Islands",Visa,Purchase
8/31/23,2:09:16,Thomas-Reyes,John Barton,105.29,"Jeffreyville, Arkansas, Poland",AmEx,Purchase
12/18/23,10:39:55,"Thomas, Jones and Harper",Patricia Herrera,192.4,"West Amyberg, Vermont, Ireland",Visa,Purchase
2/22/23,2:43:24,Thompson Ltd,Craig Roman,328.68,"Toddhaven, Maine, French Guiana",MasterCard,Purchase
2/12/24,18:22:13,Thompson-Briggs,Jonathan Anderson,170.22,"Lake Lorichester, Tennessee, Cocos (Keeling) Islands",AmEx,Purchase
9/29/23,14:29:41,Thompson-Jones,Dawn Ramirez,251.69,"New Sharon, Oregon, Philippines",MasterCard,Purchase
11/1/23,12:23:48,Thompson-Miller,Christopher Hicks,309.19,"North Justinfurt, California, Bahrain",MasterCard,Purchase
9/28/23,15:04:33,Todd-Cunningham,Daniel Johnson,78.62,"East Jillfort, Kentucky, United Kingdom",MasterCard,Purchase
3/29/23,1:26:12,"Todd, Reed and Lloyd",William Jackson,299.53,"Hooperton, Wisconsin, Fiji",AmEx,Purchase
12/8/23,2:31:40,"Townsend, Vang and Salazar",Ana Gates,99.19,"Hernandezbury, Florida, Egypt",MasterCard,Purchase
12/4/23,11:16:47,Trujillo Group,Julie Chandler,169.04,"Samanthafurt, Hawaii, Romania",MasterCard,Purchase
5/18/23,19:56:52,Tucker and Sons,Marissa Myers,351.55,"Abigailland, Wisconsin, Iran",Visa,Purchase
1/30/24,10:16:34,Turner and Sons,John Barton,67.16,"Hancockville, New Jersey, Liechtenstein",Visa,Purchase
1/24/24,20:40:16,Turner Group,Veronica Rivers,383.5,"Nicoleview, Arkansas, Finland",Visa,Purchase
11/13/23,17:31:49,Turner-Rosario,Zachary Lopez,410.51,"North Greg, Utah, French Guiana",Visa,Purchase
10/7/23,13:29:06,"Turner, Sullivan and Galloway",Selena Nichols,107.87,"East Timothyview, Ohio, Finland",AmEx,Purchase
2/17/23,14:47:41,Tyler Ltd,Christopher Hicks,377.1,"East Amanda, Alaska, Greece",Visa,Purchase
4/25/23,9:04:04,"Underwood, Burke and Wilson",Aaron Perez,393.43,"Lake Meredithton, Connecticut, Congo",Visa,Purchase
7/16/23,18:18:21,"Underwood, Dennis and Flores",Jennifer Townsend,54.52,"Lake Brenda, South Carolina, Kazakhstan",Visa,Purchase
4/2/23,19:44:55,"Valdez, Johnson and Miller",Daniel Johnson,168.74,"North William, Rhode Island, Falkland Islands (Malvinas)",AmEx,Purchase
6/8/23,2:08:11,"Valentine, Monroe and Rowe",Tammy Parker,110.74,"Davishaven, New Hampshire, Singapore",MasterCard,Purchase
8/10/23,7:15:18,"Valenzuela, Collins and Martin",Eric Wilson,331.73,"North Sarah, Kansas, Kiribati",Visa,Purchase
7/6/23,19:23:53,"Vargas, Oconnor and Hampton",Rebecca Fisher,492.43,"Robertfort, Delaware, Central African Republic",MasterCard,Purchase
5/5/23,7:04:04,Vasquez-Mccall,Rodney Williams Jr.,361.94,"North Adrianview, Virginia, Morocco",MasterCard,Purchase
11/13/23,7:32:20,Vazquez-Henderson,Nicole Hamilton,268.66,"West Matthew, Mississippi, Croatia",MasterCard,Purchase
6/17/23,1:02:25,"Villanueva, Harvey and Watson",Dr. April Adams DDS,88.71,"North Shawnmouth, Maryland, Kuwait",AmEx,Purchase
8/17/23,22:08:01,"Villanueva, Tate and Mueller",Mackenzie Graham,199.3,"Port Danielton, Nevada, Finland",AmEx,Purchase
7/4/23,21:39:55,Vincent-Smith,Julie Watkins,370.64,"Danielborough, South Dakota, Afghanistan",Visa,Purchase
6/3/23,13:34:52,Wagner-Aguirre,Colleen Butler,24.38,"Alvarezstad, Iowa, Sierra Leone",MasterCard,Purchase
3/19/23,2:02:46,"Walker, Ortiz and Simmons",Cindy Washington,173.66,"South Feliciafurt, Virginia, Gibraltar",Visa,Purchase
11/7/23,15:08:01,"Wallace, Horton and Stewart",Alyssa Ruiz,243.6,"West Jamesshire, New Mexico, Nicaragua",AmEx,Purchase
2/23/23,6:58:43,"Wallace, Lawrence and Bennett",David Smith,276.34,"Karaland, Louisiana, Mauritania",AmEx,Purchase
3/1/23,5:35:48,Walters Group,Tammy Parker,432.9,"Williamstown, Alabama, Russian Federation",MasterCard,Purchase
10/28/23,18:50:18,"Walton, Murphy and Smith",Alyssa Ruiz,208.48,"Daniellefort, Oklahoma, Panama",AmEx,Purchase
1/16/24,6:04:45,Ward Ltd,Jonathan Anderson,261.19,"South Angelamouth, Texas, Jersey",Visa,Purchase
1/4/24,1:23:36,Ward-West,Alyssa Goodwin,222.54,"South Robertchester, Alaska, Turks and Caicos Islands",Visa,Purchase
7/15/23,9:15:15,"Ward, Farrell and Graham",Rebecca Fisher,285.47,"Johnsonstad, Kansas, New Zealand",Visa,Purchase
2/5/24,16:00:51,Ware-Allison,Selena Nichols,394.82,"Leonardfort, Nevada, Finland",Visa,Purchase
5/31/23,16:11:21,"Warren, Allen and Ellis",Colleen Butler,377.82,"Port Lori, Oklahoma, Saudi Arabia",MasterCard,Purchase
11/1/23,2:42:09,Washington-Meyer,Tiffany Ramirez,90.68,"Kingburgh, Vermont, Mexico",AmEx,Purchase
11/14/23,18:34:45,"Washington, Taylor and Holt",Alyssa Ruiz,196.3,"Michaelland, New Hampshire, Grenada",Visa,Purchase
2/20/23,23:17:25,Watkins Inc,Charles Thomas,332.3,"Franciscoview, Connecticut, United Arab Emirates",Visa,Purchase
1/28/24,23:07:17,Watkins-Harris,Andrea Smith,345.53,"Jenniferbury, Georgia, Turks and Caicos Islands",AmEx,Purchase
5/10/23,17:29:18,Watson and Sons,Barbara Miller,398.54,"New Robert, Nebraska, Greenland",Visa,Purchase
5/12/23,13:41:46,Watson Inc,Tammy Parker,120.37,"Davidmouth, Mississippi, Syrian Arab Republic",AmEx,Purchase
3/31/23,22:06:33,Watson-Randolph,Ana Gates,466.42,"Smithview, Iowa, Guinea",Visa,Purchase
5/5/23,16:55:16,"Watson, Howard and Riggs",Christopher Hicks,45.01,"North Larry, South Carolina, Pitcairn Islands",MasterCard,Purchase
10/30/23,6:27:21,Weaver PLC,Marissa Myers,76.43,"New Danielville, Wisconsin, Czech Republic",AmEx,Purchase
6/27/23,21:10:13,Weber-Martinez,Jonathan Anderson,365.3,"Wardburgh, Arkansas, Guatemala",Visa,Purchase
11/13/23,22:27:56,Weber-Olson,Elizabeth Adams,173.25,"East Amberbury, South Carolina, Latvia",Visa,Purchase
11/15/23,12:57:09,"Weiss, Klein and Torres",Julie Chandler,202.26,"Sarahaven, Missouri, South Africa",MasterCard,Purchase
11/24/23,1:02:12,West PLC,David Smith,335.22,"North Colton, Nebraska, Ireland",MasterCard,Purchase
8/6/23,18:25:12,West-Walker,Jonathan Anderson,208.64,"Martinborough, Rhode Island, Zambia",Visa,Purchase
1/25/24,1:23:19,White-Stevenson,Jonathan Anderson,24.3,"New Michaelmouth, Minnesota, Wallis and Futuna",Visa,Purchase
1/18/24,4:26:27,"White, Castro and Park",Jonathan Anderson,313.65,"Port Williamport, North Carolina, Slovenia",MasterCard,Purchase
2/3/24,23:12:33,"White, Gillespie and Mayer",Jennifer Gray,365.83,"Pachecohaven, Idaho, Slovenia",Visa,Purchase
2/5/24,19:07:17,"White, Perry and Johnson",Elizabeth Adams,374.18,"Carpenterhaven, Pennsylvania, Kiribati",AmEx,Purchase
4/1/23,2:25:42,Wiggins PLC,Selena Nichols,443.58,"Cooperville, Maine, Syrian Arab Republic",MasterCard,Purchase
5/30/23,15:12:03,Wilcox LLC,Dr. April Adams DDS,160.32,"Mooreville, Iowa, Equatorial Guinea",AmEx,Purchase
1/18/24,22:39:26,Wilkerson and Sons,Eric Wilson,171.2,"New Tommystad, Pennsylvania, Bermuda",AmEx,Purchase
4/25/23,16:34:13,Williams Group,Barbara Miller,342.49,"New Laurenborough, New York, Israel",MasterCard,Purchase
7/27/23,14:22:00,Williams Group,Tiffany Barrera,450.08,"Paulview, Missouri, Iraq",AmEx,Purchase
2/1/24,23:42:10,Williams LLC,Jennifer Townsend,130.92,"Lake Sydney, Washington, Romania",MasterCard,Purchase
11/15/23,5:01:04,Williams PLC,Alyssa Ruiz,490.4,"Bradleyhaven, Arkansas, Vietnam",Visa,Purchase
9/2/23,0:54:29,Williams-Austin,Tyler Williams,162.48,"Tylerchester, Virginia, Iceland",MasterCard,Purchase
12/31/23,7:32:21,Williams-Blanchard,Jennifer Townsend,145.01,"Hallborough, Iowa, South Georgia and the South Sandwich Islands",AmEx,Purchase
10/8/23,3:52:27,Williams-Phillips,David Smith,383.66,"West Lindseybury, West Virginia, Cote d'Ivoire",MasterCard,Purchase
9/8/23,11:45:21,Williams-Whitehead,Mackenzie Graham,393.15,"Obrienhaven, North Carolina, Northern Mariana Islands",AmEx,Purchase
2/4/24,23:22:53,"Williams, Mendez and Brown",Jennifer Townsend,206.19,"East Adrianstad, Colorado, Burkina Faso",AmEx,Purchase
8/23/23,11:05:02,"Williams, Stevens and Arellano",Lauren Romero,114.85,"Edwardberg, Louisiana, Dominican Republic",Visa,Purchase
5/21/23,1:29:55,Wilson Ltd,Tammy Parker,6.5,"North Sarahton, South Dakota, Honduras",AmEx,Purchase
6/21/23,19:41:49,Wilson-Carter,Cindy Washington,356.84,"Port Jesse, Massachusetts, Northern Mariana Islands",AmEx,Purchase
12/14/23,12:08:12,Wilson-Hutchinson,William Jackson,494.94,"Daystad, Alabama, Saint Lucia",MasterCard,Purchase
1/17/24,2:04:16,Wilson-Morrow,Cheyenne Jones,163.86,"New Briannaview, Tennessee, Pitcairn Islands",Visa,Purchase
10/25/23,23:00:49,Wilson-Torres,William Jackson,195.63,"Salinaston, Utah, Mayotte",AmEx,Purchase
8/7/23,5:25:43,Wilson-Webb,Dr. April Adams DDS,28.91,"East Brandonmouth, Illinois, Philippines",Visa,Purchase
1/9/24,16:25:35,Wilson-Williams,Tiffany Ramirez,494.7,"East Julia, Maine, San Marino",Visa,Purchase
5/11/23,10:25:05,"Wilson, Barber and Terrell",Carl Kelly,489.04,"North Lisafort, Tennessee, Peru",Visa,Purchase
6/18/23,6:49:58,Winters LLC,Tyler Williams,465.61,"Simpsonside, Pennsylvania, Bolivia",Visa,Purchase
3/14/23,21:29:56,Winters Ltd,Dawn Ramirez,256.07,"East Sandramouth, Ohio, Saint Helena",MasterCard,Purchase
9/26/23,3:20:51,Wise Ltd,David Smith,273.71,"Martinmouth, Wyoming, Serbia",AmEx,Purchase
4/16/23,17:31:04,Wolfe-Ortiz,Cheyenne Jones,148.83,"North Johnbury, Texas, Guinea-Bissau",Visa,Purchase
3/31/23,22:15:48,"Wolfe, Brown and Jones",Kyle Wolfe,117.82,"South Larry, Oklahoma, British Indian Ocean Territory (Chagos Archipelago)",MasterCard,Purchase
11/30/23,3:27:21,Wood Inc,John Wallace,82.9,"Luischester, South Carolina, Mauritania",MasterCard,Purchase
2/4/24,1:09:54,Wood-Roy,Cheyenne Jones,326.76,"Alexanderland, Nevada, Saudi Arabia",Visa,Purchase
9/18/23,0:21:41,Woods-Chandler,Katie Schmitt,36.85,"West Kevinton, Georgia, Ghana",MasterCard,Purchase
4/9/23,13:16:32,Wright PLC,Tiffany Ramirez,463.16,"West Susanland, Arkansas, Mozambique",MasterCard,Purchase
12/3/23,5:55:53,Wright-Davila,Barbara Miller,132.12,"Austinhaven, North Carolina, Korea",MasterCard,Purchase
10/19/23,0:50:23,Wright-Monroe,Lauren Romero,300.57,"East Anneborough, Hawaii, Somalia",AmEx,Purchase
9/16/23,22:04:15,"Wright, Fuller and Thomas",Amanda Roberts,276.99,"Brettbury, North Carolina, Nigeria",MasterCard,Purchase
4/19/23,6:43:45,"Wright, Gomez and Carrillo",Marissa Myers,100.12,"Lake Oliviafurt, Tennessee, Macao",AmEx,Purchase
2/3/24,1:34:35,"Wright, Lee and Moran",Barbara Miller,221.97,"Lake Holly, North Dakota, Grenada",Visa,Purchase
6/16/23,0:34:13,Yang-Sheppard,Brian Davies,296.33,"Jasmineville, Ohio, United Arab Emirates",AmEx,Purchase
4/10/23,22:42:16,Yates-Cruz,Aaron Perez,25.31,"Christinaside, Mississippi, Spain",AmEx,Purchase
6/25/23,12:43:54,York-Spears,David Smith,100.21,"Port Kristenfort, Texas, Finland",Visa,Purchase
4/12/23,20:19:10,Young-Dennis,Ana Gates,61.58,"Georgetown, New Jersey, United Arab Emirates",AmEx,Purchase
12/22/23,3:46:57,Young-Huynh,Victor Patel,473.7,"South Jacobfurt, Pennsylvania, Mongolia",Visa,Purchase
2/11/24,1:11:21,Young-King,Craig Roman,266.62,"Annettemouth, Connecticut, Seychelles",Visa,Purchase
9/27/23,7:01:04,"Zimmerman, Garcia and Sanchez",Barbara Miller,436.14,"East David, Arkansas, Tunisia",MasterCard,Purchase
7/30/23,6:33:42,Zuniga-Martinez,Marissa Myers,288.61,"Onealton, Massachusetts, Sweden",Visa,Purchase
